time,Open,Close,Low,High,volume,complete
2018-01-01 22:00:00+00:00,0.78051,0.78294,0.77942,0.78448,9489,True
2018-01-02 22:00:00+00:00,0.78294,0.78346,0.78052,0.78447,7534,True
2018-01-03 22:00:00+00:00,0.78362,0.78644,0.78148,0.78664,7863,True
2018-01-04 22:00:00+00:00,0.78624,0.78633,0.78352,0.78749,9473,True
2018-01-07 22:00:00+00:00,0.78638,0.78414,0.78272,0.78728,6053,True
2018-01-08 22:00:00+00:00,0.78422,0.78236,0.78074,0.78644,7949,True
2018-01-09 22:00:00+00:00,0.78236,0.78424,0.78084,0.78671,12674,True
2018-01-10 22:00:00+00:00,0.78425,0.78914,0.78372,0.78949,11928,True
2018-01-11 22:00:00+00:00,0.78920,0.79161,0.78482,0.79251,13144,True
2018-01-14 22:00:00+00:00,0.79026,0.79663,0.79026,0.79787,13509,True
2018-01-15 22:00:00+00:00,0.79670,0.79606,0.79368,0.79752,10226,True
2018-01-16 22:00:00+00:00,0.79582,0.79699,0.79407,0.80229,15934,True
2018-01-17 22:00:00+00:00,0.79707,0.80006,0.79417,0.80072,14578,True
2018-01-18 22:00:00+00:00,0.79990,0.79942,0.79827,0.80389,12632,True
2018-01-21 22:00:00+00:00,0.80002,0.80173,0.79791,0.80272,8034,True
2018-01-22 22:00:00+00:00,0.80172,0.80000,0.79568,0.80296,11202,True
2018-01-23 22:00:00+00:00,0.80023,0.80633,0.79933,0.80832,14439,True
2018-01-24 22:00:00+00:00,0.80594,0.80248,0.80120,0.81190,29808,True
2018-01-25 22:00:00+00:00,0.80271,0.81100,0.80048,0.81356,21942,True
2018-01-28 22:00:00+00:00,0.81025,0.80951,0.80738,0.81184,15819,True
2018-01-29 22:00:00+00:00,0.80930,0.80835,0.80427,0.81138,15283,True
2018-01-30 22:00:00+00:00,0.80823,0.80566,0.80351,0.81172,22897,True
2018-01-31 22:00:00+00:00,0.80566,0.80391,0.79876,0.80672,17479,True
2018-02-01 22:00:00+00:00,0.80417,0.79216,0.79184,0.80444,23970,True
2018-02-04 22:00:00+00:00,0.79156,0.78778,0.78748,0.79540,28582,True
2018-02-05 22:00:00+00:00,0.78778,0.79055,0.78357,0.79104,32616,True
2018-02-06 22:00:00+00:00,0.79062,0.78221,0.78168,0.79094,16210,True
2018-02-07 22:00:00+00:00,0.78248,0.77808,0.77761,0.78432,24081,True
2018-02-08 22:00:00+00:00,0.77786,0.78115,0.77590,0.78302,26508,True
2018-02-11 22:00:00+00:00,0.78155,0.78624,0.78094,0.78634,13006,True
2018-02-12 22:00:00+00:00,0.78586,0.78592,0.78278,0.78766,12553,True
2018-02-13 22:00:00+00:00,0.78574,0.79258,0.77728,0.79346,27329,True
2018-02-14 22:00:00+00:00,0.79265,0.79456,0.78922,0.79668,21421,True
2018-02-15 22:00:00+00:00,0.79418,0.79094,0.78928,0.79886,18048,True
2018-02-18 22:00:00+00:00,0.79078,0.79129,0.78983,0.79356,12099,True
2018-02-19 22:00:00+00:00,0.79129,0.78842,0.78743,0.79336,17146,True
2018-02-20 22:00:00+00:00,0.78804,0.78036,0.78030,0.79025,22895,True
2018-02-21 22:00:00+00:00,0.78036,0.78458,0.77904,0.78600,14493,True
2018-02-22 22:00:00+00:00,0.78458,0.78407,0.78044,0.78474,12123,True
2018-02-25 22:00:00+00:00,0.78431,0.78539,0.78258,0.78932,12419,True
2018-02-26 22:00:00+00:00,0.78559,0.77890,0.77832,0.78686,17665,True
2018-02-27 22:00:00+00:00,0.77890,0.77621,0.77609,0.78190,14573,True
2018-02-28 22:00:00+00:00,0.77600,0.77562,0.77128,0.77698,23529,True
2018-03-01 22:00:00+00:00,0.77562,0.77627,0.77377,0.77738,16864,True
2018-03-04 22:00:00+00:00,0.77654,0.77660,0.77258,0.77704,13944,True
2018-03-05 22:00:00+00:00,0.77629,0.78284,0.77566,0.78422,16454,True
2018-03-06 22:00:00+00:00,0.78284,0.78240,0.77722,0.78298,18954,True
2018-03-07 22:00:00+00:00,0.78240,0.77863,0.77731,0.78385,14831,True
2018-03-08 22:00:00+00:00,0.77863,0.78471,0.77766,0.78539,13400,True
2018-03-11 21:00:00+00:00,0.78495,0.78722,0.78477,0.78800,8195,True
2018-03-12 21:00:00+00:00,0.78722,0.78596,0.78460,0.78976,13276,True
2018-03-13 21:00:00+00:00,0.78596,0.78778,0.78514,0.79166,11979,True
2018-03-14 21:00:00+00:00,0.78754,0.77980,0.77946,0.78851,10844,True
2018-03-15 21:00:00+00:00,0.78008,0.77138,0.77099,0.78039,10677,True
2018-03-18 21:00:00+00:00,0.77184,0.77178,0.76868,0.77260,11899,True
2018-03-19 21:00:00+00:00,0.77154,0.76832,0.76784,0.77212,11033,True
